=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.12.14 22:46:21 =~=~=~=~=~=~=~=~=~=~=~=
1.25,
1.34,
1.58,
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
1.56,
1.72,
1.38,
1.20,
1.62,
1.53,
1.72,
1.75,
;
1.23,
1.18,
1.53,
2.08,
2.56,
2.87,
2.91,
2.78,
2.70,
2.60,
2.96,
2.64,
2.47,
2.27,
1.44,
1.73,
1.92,
1.83,
2.29,
1.83,
1.92,
1.98,
1.68,
1.74,
1.07,
1.00,
1.12,
1.02,
1.34,
1.67,
;
1.54,
1.63,
2.20,
2.19,
2.58,
2.94,
2.71,
2.88,
3.16,
3.42,
3.22,
3.12,
2.55,
1.96,
1.87,
1.72,
1.63,
1.94,
2.00,
1.90,
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
1.95,
2.45,
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
2.37,
2.32,
2.13,
1.31,
1.31,
1.21,
1.35,
2.09,
;
2.46,
2.87,
3.29,
3.53,
3.67,
3.41,
3.35,
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
2.82,
3.12,
3.44,
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
3.18,
3.09,
2.21,
1.92,
1.55,
1.68,
1.89,
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
temp
