Reference, Value, Footprint, Datasheet, MPN, MFN, PurchasingLink, Desc, Link, Purchasing Link
"R23","R_1","footprints:R_0805_OEM","","","","","","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071RL/311-1.00HRCT-ND/729789",""
"R29","R_1","footprints:R_0805_OEM","","","","","","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071RL/311-1.00HRCT-ND/729789",""
"R28","R_1","footprints:R_0805_OEM","","","","","","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071RL/311-1.00HRCT-ND/729789",""
"R34","R_1","footprints:R_0805_OEM","","","","","","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071RL/311-1.00HRCT-ND/729789",""
"R35","R_1","footprints:R_0805_OEM","","","","","","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071RL/311-1.00HRCT-ND/729789",""
"C10","C_10uF","footprints:C_0805_OEM","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/20/CL21A106KPFNNNE.pdf","1276-1052-1-ND","DK","https://www.digikey.com/product-detail/en/samsung-electro-mechanics/CL21A106KPFNNNE/1276-1052-1-ND/3889138","","",""
"U9","LMP8481ASQDGKRQ1","footprints:LMP8481ASQDGKRQ1","https://www.ti.com/lit/ds/symlink/lmp8480-q1.pdf?HQS=dis-dk-null-digikeymode-dsf-pf-null-wwe&ts=1637012068327&ref_url=https%253A%252F%252Fwww.ti.com%252Fgeneral%252Fdocs%252Fsuppproductinfo.tsp%253FdistId%253D10%2526gotoUrl%253Dhttps%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Flmp8480-q1"
"C5","C_10uF","footprints:C_0805_OEM","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/20/CL21A106KPFNNNE.pdf","1276-1052-1-ND","DK","https://www.digikey.com/product-detail/en/samsung-electro-mechanics/CL21A106KPFNNNE/1276-1052-1-ND/3889138","","",""
"C4","C_10uF","footprints:C_0805_OEM","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/20/CL21A106KPFNNNE.pdf","1276-1052-1-ND","DK","https://www.digikey.com/product-detail/en/samsung-electro-mechanics/CL21A106KPFNNNE/1276-1052-1-ND/3889138","","",""
"D5","D_TVS_35V","footprints:DO-214AB","https://www.diodes.com/assets/Datasheets/ds40741.pdf","SMCJ22A-13-F","","","","",""
"H1","MotorConnector_Pad","TestPoint:TestPoint_Pad_4.0x4.0mm","~"
"H2","MotorConnector_Pad","TestPoint:TestPoint_Pad_4.0x4.0mm","~"
"H3","MotorConnector_Pad","TestPoint:TestPoint_Pad_4.0x4.0mm","~"
"NT1","Net-Tie_2","NetTie:NetTie-2_SMD_Pad0.5mm","~"
"R17","R_0","footprints:R_0805_OEM","~"
"U4","TLS4120D0EPVXUMA1","footprints:TLS4120D0EPVXUMA1","https://www.infineon.com/dgdl/Infineon-TLS4120D0EPV-DataSheet-v01_00-EN.pdf?fileId=5546d46270c4f93e01710b576dc53b30"
"R20","R_0","footprints:R_0805_OEM","~"
"R14","R_0","footprints:R_0805_OEM","~"
"D2","D_TVS_35V","footprints:DO-214AB","https://www.diodes.com/assets/Datasheets/ds40741.pdf","SMCJ22A-13-F","","","","",""
"D3","D_TVS_35V","footprints:DO-214AB","https://www.diodes.com/assets/Datasheets/ds40741.pdf","SMCJ22A-13-F","","","","",""
"D4","D_TVS_35V","footprints:DO-214AB","https://www.diodes.com/assets/Datasheets/ds40741.pdf","SMCJ22A-13-F","","","","",""
